course_code,canonical_title_current,observed_titles,first_seen_edition,last_seen_edition,active_current,contexts_seen,current_programs,current_program_count,historical_programs,historical_program_count,edition_count,ghost_flag,single_appearance_flag,stability_class,title_variant_class,current_title_confidence,canonical_cus,current_college,colleges_seen,notes_confidence
C215,Operations Management,Operations Management,2017-01,2026-03,True,AP,"Master of Business Administration; Master of Business Administration, Healthcare Administration",2,"MBA, Healthcare Management; Master of Business Administration; Master of Business Administration, Healthcare Administration",3,108,False,False,perpetual,none,high,3,School of Business,College of Business | School of Business,
C216,MBA Capstone,MBA Capstone,2017-01,2026-03,True,AP,Master of Business Administration,1,Master of Business Administration,1,108,False,False,perpetual,none,high,4,School of Business,College of Business | School of Business,
C218,"MBA, Information Technology Management","MBA, Information Technology Management Capstone | MBA, Information Technology Management",2017-01,2026-03,True,AP,"MBA, IT Management",1,"MBA, IT Management",1,108,False,False,perpetual,extraction_noise,high,4,School of Business,College of Business | School of Business,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
C219,"MBA, Healthcare Management Capstone","MBA, Healthcare Management Capstone",2017-01,2026-03,True,AP,"Master of Business Administration, Healthcare Administration",1,"MBA, Healthcare Management; Master of Business Administration, Healthcare Administration",2,108,False,False,perpetual,none,high,4,School of Business,College of Business | School of Business,
C224,Research Foundations,Research Foundations,2017-01,2026-03,True,AP,"Master of Arts in Mathematics Education (Middle Grades); Master of Arts, English Language Learning; Master of Arts, Mathematics Education (K-6)",3,"Master of Arts in Mathematics Education (Middle Grades); Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, Elementary Education (K-8); Master of Arts in Teaching, English Education (5-12); Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics (5-12); Master of Arts in Teaching, Mathematics (5-9); Master of Arts in Teaching, Mathematics Education (Middle Grades); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science (5-12); Master of Arts in Teaching, Science (5-9); Master of Arts in Teaching, Science Education (Secondary); Master of Arts in Teaching, Social Science (5-12); Master of Arts, English Language Learning; Master of Arts, English Language Learning (PreK-12); Master of Arts, Mathematics Education (5-9); Master of Arts, Mathematics Education (K-6); Master of Education, Instructional Design; Master of Education, Learning and Technology; Master of Science, Curriculum and Instruction; Master of Science, Special Education",21,108,False,False,perpetual,none,high,2,School of Education,School of Education | Teachers College,
C225,Research Questions and Literature Review,Research Questions and Literature Review,2017-01,2026-03,True,AP,"Master of Arts in Mathematics Education (Middle Grades); Master of Arts, English Language Learning; Master of Arts, Mathematics Education (K-6)",3,"Master of Arts in Mathematics Education (Middle Grades); Master of Arts in Teaching, Elementary Education (K-8); Master of Arts in Teaching, English Education (5-12); Master of Arts in Teaching, Mathematics (5-12); Master of Arts in Teaching, Mathematics (5-9); Master of Arts in Teaching, Science (5-12); Master of Arts in Teaching, Science (5-9); Master of Arts in Teaching, Social Science (5-12); Master of Arts, English Language Learning; Master of Arts, English Language Learning (PreK-12); Master of Arts, Mathematics Education (5-9); Master of Arts, Mathematics Education (K-6); Master of Education, Instructional Design; Master of Education, Learning and Technology; Master of Science, Curriculum and Instruction; Master of Science, Special Education",16,108,False,False,perpetual,none,high,2,School of Education,School of Education | Teachers College,
C226,Research Design and Analysis,Research Design and Analysis,2017-01,2026-03,True,AP,"Master of Arts, Mathematics Education (K-6)",1,"Master of Arts, Mathematics Education (5-9); Master of Arts, Mathematics Education (K-6); Master of Education, Instructional Design; Master of Education, Learning and Technology; Master of Science, Curriculum and Instruction; Master of Science, Special Education",6,108,False,False,perpetual,none,high,2,School of Education,School of Education | Teachers College,
C227,Research Proposals,Research Proposals,2017-01,2026-03,True,AP,"Master of Arts, Mathematics Education (K-6)",1,"Master of Arts, Mathematics Education (K-6); Master of Education, Instructional Design; Master of Education, Learning and Technology; Master of Science, Curriculum and Instruction; Master of Science, Special Education",5,108,False,False,perpetual,none,high,2,School of Education,School of Education | Teachers College,
C232,Introduction to Human Resource Management,Introduction to Human Resource Management,2017-01,2026-03,True,AP,"Bachelor of Science, Information Technology Management",1,"Bachelor of Science Business Administration Accounting; Bachelor of Science Business Administration Healthcare Management; Bachelor of Science Business Administration Human Resource Management; Bachelor of Science Business Administration Information Technology Management; Bachelor of Science Business Administration Management [BSBAMGA]; Bachelor of Science Business Administration Management [BSBAMGB]; Bachelor of Science Business Administration Marketing; Bachelor of Science Business Administration, Accounting; Bachelor of Science Business Administration, Healthcare Management; Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Business Administration, Information Technology Management; Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Management [BSBAMGA]; Bachelor of Science Business Administration, Management [BSBAMGB]; Bachelor of Science Business Administration, Management [BSBAMGC]; Bachelor of Science Business Administration, Marketing; Bachelor of Science, Accounting; Bachelor of Science, Business - Healthcare Management; Bachelor of Science, Business - Human Resource Management; Bachelor of Science, Business - Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Healthcare Administration; Bachelor of Science, Information Technology Management; Bachelor of Science, Marketing Management",24,108,False,False,perpetual,none,high,3,School of Business,College of Business | School of Business,
C233,Employment Law,Employment Law,2017-01,2026-03,True,AP,"Bachelor of Science, Information Technology Management",1,"Bachelor of Science Business Administration Accounting; Bachelor of Science Business Administration Healthcare Management; Bachelor of Science Business Administration Human Resource Management; Bachelor of Science Business Administration Information Technology Management; Bachelor of Science Business Administration Management [BSBAMGA]; Bachelor of Science Business Administration Management [BSBAMGB]; Bachelor of Science Business Administration Marketing; Bachelor of Science Business Administration, Accounting; Bachelor of Science Business Administration, Healthcare Management; Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Business Administration, Information Technology Management; Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Management [BSBAMGA]; Bachelor of Science Business Administration, Management [BSBAMGB]; Bachelor of Science Business Administration, Management [BSBAMGC]; Bachelor of Science Business Administration, Marketing; Bachelor of Science, Business - Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Marketing Management",20,108,False,False,perpetual,none,high,3,School of Business,College of Business | School of Business,
C234,Workforce Planning: Recruitment and,Workforce Planning: Recruitment and Selection | Workforce Planning: Recruitment and,2017-01,2026-03,True,AP,"Bachelor of Science, Information Technology Management",1,"Bachelor of Science Business Administration Human Resource Management; Bachelor of Science Business Administration Information Technology Management; Bachelor of Science Business Administration Management [BSBAMGA]; Bachelor of Science Business Administration Management [BSBAMGB]; Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Business Administration, Information Technology Management; Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Management [BSBAMGA]; Bachelor of Science Business Administration, Management [BSBAMGB]; Bachelor of Science Business Administration, Management [BSBAMGC]; Bachelor of Science, Business - Human Resource Management; Bachelor of Science, Business - Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Information Technology Management",14,108,False,False,perpetual,extraction_noise,high,3,School of Business,College of Business | School of Business,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
